178 9 23 33 38 37 36 38 47
179 4 29 30 41 39 40 47 43
180 7 18 22 25 37 29 35 35
181 9 35 39 41 44 49 43 46
182 4 20 27 31 28 31 37 35
183 7 21 31 35 34 42 45 47
184 6 29 30 32 39 41 42 40
185 6 16 25 29 29 33 30 39
186 6 27 32 34 39 42 45 46
187 8 25 30 33 38 43 44 49
188 6 39 40 44 49 52 56 49
189 7 36 30 41 39 41 44 46
190 9 41 46 47 51 56 61 57
191 11 28 28 34 38 44 44 48
192 10 33 39 44 50 52 52 51
193 6 38 39 38 40 50 41 45
194 8 25 30 38 43 45 48 47
195 5 26 38 35 41 36 38 44
196 9 34 34 41 46 54 55 55
197 10 29 41 42 49 47 52 54
198 9 22 32 31 39 41 47 52
199 8 33 36 36 42 46 50 47
200 9 17 27 32 40 39 41 40
201 5 28 28 34 35 46 36 47
202 10 16 22 32 29 38 37 38
203 8 31 33 34 34 39 40 47
204 5 21 25 27 37 32 38 44
205 8 26 30 34 36 36 35 39
206 9 28 34 38 39 41 44 47
207 9 35 38 46 51 48 53 53
208 6 15 22 22 29 28 31 37
209 8 25 29 38 38 44 47 45
210 5 21 29 34 33 42 41 46
211 10 30 43 37 43 57 51 52
212 5 26 30 40 37 36 39 42
213 11 31 42 45 46 51 51 54
214 4 25 24 26 33 36 37 46
215 7 30 28 29 29 35 39 42
216 8 18 20 23 25 27 32 37
217 11 33 37 42 48 45 48 58
218 9 27 34 41 42 46 53 60
219 10 29 26 34 36 39 47 43
220 5 35 41 38 45 45 45 45
221 5 32 38 42 45 55 48 50
222 7 29 38 46 46 48 54 52
223 8 34 38 40 41 44 49 52
224 9 35 31 38 41 40 45 51
225 7 15 27 24 24 32 34 34
226 10 43 41 52 51 52 55 57
227 6 26 23 24 32 29 32 34
228 8 36 40 48 51 54 52 58
229 6 27 32 36 33 42 42 42
230 9 25 35 40 43 44 50 50
231 6 23 22 30 33 30 40 38
232 8 28 35 37 43 45 45 47
233 6 34 42 45 48 47 49 54
234 10 23 28 33 38 38 40 46
235 6 34 40 40 41 50 51 44
236 15 36 43 47 46 48 58 47
237 6 29 34 40 40 38 49 41
238 4 17 20 30 38 32 35 34
239 12 25 25 35 32 37 40 43
240 6 16 23 27 34 29 38 45
241 8 29 31 35 39 43 51 34
242 7 34 39 43 46 48 47 48
243 10 41 48 50 53 57 54 58
244 10 17 22 28 38 43 40 39
245 10 43 42 41 49 52 56 54
246 8 33 33 32 48 43 43 44
247 9 35 35 40 39 44 38 43
248 7 37 42 42 44 39 48 48
249 13 36 30 36 45 46 54 50
250 10 26 32 40 38 37 41 35
251 7 29 32 40 40 48 46 49
252 7 29 32 39 39 40 39 42
253 8 41 43 45 52 53 59 53
254 12 27 27 32 37 39 46 45
255 9 26 40 40 45 48 47 50
256 6 15 21 35 31 31 34 37
257 9 30 42 34 38 45 43 42
258 7 27 34 37 38 49 51 46
259 10 37 42 43 49 48 52 58
260 9 33 41 44 36 49 45 49
261 4 27 31 37 39 46 49 51
262 8 29 35 35 39 46 45 48
263 7 26 35 45 42 45 55 53
264 10 25 36 39 38 51 51 50
265 4 26 31 36 43 45 38 42
266 9 30 34 37 40 41 40 49
267 8 31 30 40 41 45 40 50
268 12 34 40 41 49 50 51 59
269 9 35 32 40 46 52 50 48
270 11 32 38 41 47 47 55 60
271 8 29 35 36 35 42 41 42
272 8 29 32 38 44 45 40 39
273 5 26 36 35 40 42 50 49
274 8 39 35 39 41 50 53 51
275 9 25 32 35 38 37 39 43
276 9 29 37 37 41 40 46 49
277 8 23 30 38 36 39 42 49
278 7 35 32 42 41 42 48 45
279 9 17 17 25 30 36 32 38
280 5 27 30 33 39 44 48 44
281 4 41 45 43 46 48 49 51
282 7 25 33 41 40 41 47 43
283 7 34 35 42 44 49 49 51
284 7 26 25 25 34 40 41 44
285 10 20 31 35 40 38 45 44
286 7 22 28 35 39 40 44 47
287 10 33 41 45 48 51 49 53
288 6 19 25 29 35 40 40 35
289 5 21 30 34 33 43 42 38
290 8 27 31 48 39 47 46 45
291 9 15 26 29 29 30 33 39
292 8 30 31 37 36 38 38 46
293 8 25 38 41 41 47 54 48
294 8 27 33 42 44 52 48 50
295 8 30 38 40 42 45 45 49
296 9 36 38 41 48 50 53 50
297 10 36 41 47 45 51 54 54
298 8 27 36 31 39 43 39 50
299 11 34 44 44 42 46 55 52
300 8 25 29 33 41 38 41 41
301 9 22 27 33 35 46 42 39
302 10 31 35 37 40 46 48 47
303 9 32 42 47 47 52 49 58
304 5 21 30 32 39 44 45 40
305 11 40 41 40 49 54 55 59
306 8 37 39 50 44 52 54 54
307 11 29 35 39 36 42 42 48
308 10 41 37 42 47 59 52 60
309 9 28 30 32 34 39 38 39
310 7 39 45 46 47 54 48 61
311 9 27 32 39 42 46 46 51
312 8 26 34 33 35 39 40 40
313 8 34 36 43 43 47 46 49
314 7 30 36 39 44 44 49 49
315 10 29 35 39 44 43 44 46
316 5 26 28 32 38 37 40 43
317 9 34 36 41 42 36 45 45
318 9 30 30 40 38 39 50 44
319 9 27 37 34 40 52 51 49
320 7 17 23 29 34 40 41 43
321 8 26 25 31 36 34 36 44
322 8 25 23 24 29 33 37 31
323 11 39 42 47 42 52 55 58
324 6 44 40 46 48 47 57 56
325 6 29 29 34 35 40 39 49
326 8 31 39 40 43 45 46 45
327 11 32 35 39 42 43 48 55
328 9 28 42 43 52 46 48 51
329 6 26 29 28 43 38 42 41
330 6 29 31 35 42 49 40 48
331 8 19 14 28 32 30 39 42
332 7 27 30 34 38 39 42 46
333 6 31 32 31 36 41 44 42
334 5 20 29 26 35 30 36 42
335 6 22 31 32 31 42 41 40
336 8 26 26 35 32 39 41 35
337 10 22 30 35 43 37 42 43
338 5 30 37 37 40 43 45 46
339 8 40 45 48 48 47 53 53
340 9 32 37 47 52 51 52 44
341 6 21 27 31 34 34 40 39
342 10 29 35 35 43 40 48 48
343 6 30 36 35 42 40 44 46
344 11 35 44 46 46 50 48 54
345 5 34 35 38 38 45 48 42
346 6 22 34 38 35 33 41 40
347 5 40 38 49 51 54 56 60
348 11 32 38 45 47 53 58 48
349 8 25 31 38 41 41 45 43
350 6 30 45 45 48 44 45 49
351 8 33 40 35 41 39 44 45
352 5 28 34 33 44 42 47 40
353 7 31 33 36 44 40 44 48
354 12 27 35 43 43 45 44 50
355 11 36 45 42 43 51 53 61
356 5 39 43 45 51 54 54 53
357 9 28 34 36 41 44 44 41
358 4 29 40 40 43 46 48 52
359 10 33 36 43 49 49 50 53
360 8 34 30 30 36 38 35 44
361 9 29 36 40 44 45 50 42
362 10 22 38 41 42 42 47 45
363 8 16 21 26 28 33 32 33
364 6 31 40 35 40 41 41 46
365 6 28 30 36 37 35 43 45
366 7 35 39 41 46 47 51 53
367 11 33 33 43 47 54 48 57
368 11 26 37 34 40 43 48 51
369 8 26 26 37 27 40 41 37
370 7 25 30 32 37 40 41 42
371 9 35 39 42 41 52 50 48
372 7 28 27 35 30 37 40 38
373 4 33 42 45 41 51 48 59
374 8 30 37 36 42 42 50 51
375 6 29 36 38 39 35 43 43
376 7 19 30 38 35 42 37 46
377 9 21 31 35 46 40 49 46
378 7 34 43 45 47 46 52 54
379 8 32 37 40 43 49 45 50
380 8 18 21 31 37 36 38 38
381 10 21 26 35 41 41 42 41
382 8 30 36 42 38 45 48 49
383 8 22 27 26 30 34 48 47
384 5 27 28 34 32 38 41 39
385 11 25 34 31 39 44 39 45
386 10 33 31 40 42 49 46 46
387 9 32 32 41 45 44 43 51
388 8 22 21 27 35 30 37 42
389 8 32 31 33 45 40 46 49
390 11 45 37 36 44 44 46 45
391 9 28 30 37 47 42 53 48
392 6 19 28 33 36 37 44 44
393 9 24 28 35 37 36 41 39
394 6 27 39 31 34 46 40 43
395 11 33 37 43 46 44 47 45
396 11 26 32 33 39 46 42 45
397 8 31 29 33 41 35 43 44
398 6 27 25 37 41 40 41 39
399 6 23 29 34 35 42 47 46
400 10 36 42 45 42 54 53 49
401 7 31 37 36 39 40 47 49
402 10 32 37 37 47 45 53 55
403 6 27 30 33 34 40 45 39
404 7 30 29 35 39 33 45 43
405 11 34 37 37 44 43 52 54
406 7 23 31 37 46 47 47 55
407 8 32 38 37 38 43 50 51
408 7 19 23 28 31 37 41 40
409 8 32 29 32 40 39 43 40
410 6 23 32 27 33 41 37 39
411 10 37 43 47 50 45 53 57
412 6 29 32 31 40 39 42 33
413 8 39 42 49 46 49 57 57
414 10 24 29 39 43 41 50 52
415 7 28 29 37 41 40 43 45
416 9 27 30 35 42 42 43 50
417 7 24 28 30 30 40 43 43
418 11 24 26 26 36 34 39 40
419 9 30 26 29 37 39 37 47
420 6 24 35 42 41 42 44 52
421 12 34 32 38 42 39 44 46
422 3 32 32 38 44 47 51 50
423 6 21 29 25 27 37 42 43
424 12 31 41 45 46 49 47 58
425 3 29 25 34 37 39 43 37
426 9 24 34 42 44 40 45 46
427 9 35 37 45 46 44 48 44
428 7 20 15 26 35 27 35 36
429 5 24 30 27 34 31 40 42
430 10 29 33 37 40 40 42 48
431 9 33 42 36 42 51 47 55
432 7 25 31 33 42 44 43 40
433 6 26 31 34 32 36 44 37
434 9 18 26 33 31 35 39 38
435 6 21 29 41 38 44 37 45
436 12 40 39 46 50 54 52 63
437 10 25 31 35 43 43 41 48
438 8 33 31 38 40 47 47 53
439 9 26 37 31 45 48 51 53
440 7 27 30 33 36 36 40 38
441 9 23 20 26 32 34 33 42
442 8 23 24 31 32 45 46 48
443 5 36 44 46 45 51 54 56
444 9 34 32 41 44 47 46 45
445 9 37 39 40 50 48 53 56
446 12 29 37 41 42 46 44 45
447 7 34 40 41 46 48 50 56
448 8 29 33 39 38 39 46 50
449 6 26 34 33 46 45 50 45
450 10 23 30 35 34 39 40 46
451 7 32 34 40 41 45 42 49
452 11 34 37 45 48 53 55 56
453 8 26 29 31 37 40 43 38
454 8 32 28 34 41 35 45 46
455 7 33 42 44 43 57 54 52
456 7 19 24 27 31 27 35 35
457 9 24 28 36 35 42 43 43
458 8 35 40 49 47 50 52 54
459 10 30 36 45 47 46 52 51
460 9 26 35 34 42 41 45 45
461 7 26 37 40 42 48 49 53
462 9 22 26 31 36 38 40 43
463 7 24 30 32 33 38 44 41
464 7 30 34 39 46 50 50 51
465 5 29 38 34 41 39 49 53
466 11 42 39 42 49 52 52 55
467 7 28 33 37 39 40 47 52
468 5 31 31 38 40 41 42 43
469 9 34 33 37 44 49 49 49
470 9 16 28 32 36 36 34 43
471 8 23 36 33 40 42 41 43
472 12 34 40 42 45 56 53 56
473 10 23 29 31 39 37 45 39
474 7 27 25 32 44 42 40 45
475 7 19 25 24 30 38 35 33
476 11 37 31 41 44 45 44 50
477 8 9 17 19 21 32 32 38
478 6 34 38 42 49 52 56 53
479 8 30 30 32 39 42 52 49
480 5 27 21 34 32 37 42 41
481 5 23 27 30 39 39 37 35
482 10 23 28 28 29 44 43 41
483 8 35 36 38 39 49 46 49
484 9 28 43 41 41 46 48 43
485 10 25 31 28 34 37 41 47
486 9 33 31 41 43 44 45 48
487 9 32 40 44 50 57 55 55
488 8 27 31 36 34 44 42 45
489 6 24 27 39 41 36 38 40
490 11 24 35 42 46 39 43 42
491 12 26 26 28 31 34 42 39
492 5 22 25 31 37 37 41 42
493 7 34 43 46 46 51 52 55
494 9 45 48 50 51 52 61 64
495 11 35 41 49 49 50 50 54
496 7 25 32 33 37 37 45 46
497 9 31 31 33 31 46 48 51
498 6 17 19 34 36 35 42 41
499 11 22 36 33 38 41 39 47
500 8 33 38 42 46 48 51 51
